1 10008
1 493
1 2126
1 2991
1 761
1 5548
1 3292
1 11321
1 6979
1 13415
1 3569
1 4638
1 8934
1 6037
1 2533
1 11640
1 1180
1 2720
1 9700
1 13444
1 1665
1 2710
1 6973
1 12153
1 10919
1 1720
1 12825
1 5834
1 226
1 1915
1 9078
1 3734
1 5774
1 16609
1 9009
1 10861
1 1130
1 9376
1 13279
1 5622
1 2653
1 1759
1 4251
1 3808
1 14
1 1886
1 13353
1 7587
1 1727
1 16193
1 1665
1 15266
1 226
1 5326
1 7087
1 13012
1 5768
1 14253
1 727
1 1188
1 14366
1 247
1 13873
1 917
1 11610
1 13493
1 11567
1 8705
1 10913
1 4857
1 1230
1 2397
1 10944
1 7636
1 11978
1 12799
1 4793
1 4307
1 13768
1 11091
1 6671
1 2752
1 4934
1 5261
1 13233
1 8938
1 637
1 1838
1 7567
1 99
1 8479
1 134
1 5743
1 5811
1 765
1 10507
1 2126
1 6322
1 10035
1 2545
1 4343
1 10739
1 1332
1 11337
1 10024
1 790
1 16777
1 1042
1 1353
1 2525
1 2566
1 6577
1 1778
1 10411
1 2228
1 6895
1 8812
1 15895
1 2789
1 4731
1 7414
1 5508
1 6235
1 9358
1 1930
1 665
1 16231
1 11614
1 15821
1 13814
1 10728
1 15280
1 15586
1 4916
1 1909
1 4709
1 9575
1 5475
1 802
1 831
1 14988
1 5690
1 4331
1 13326
1 133
1 15772
1 3981
1 3899
1 15802
1 10032
1 11255
1 10158
1 5688
1 444
1 9646
1 245
1 6962
1 10962
1 7096
1 10019
1 11100
1 16761
1 1253
1 820
1 2535
1 16162
1 4626
1 1735
1 6869
1 11753
1 1919
1 331
1 3981
1 9870
1 7110
1 1334
1 2240
1 4989
1 12699
1 10322
1 2199
1 2008
1 11094
1 11529
1 4576
1 9205
1 4234
1 5164
1 7606
1 7209
1 4994
1 2450
1 16855
1 9030
1 123
1 16495
1 6327
1 10918
1 4620
1 2240
1 13770
1 15781
1 5005
1 15111
1 12810
1 7891
1 14895
1 3167
1 1885
1 8531
1 10758
1 6879
1 8975
1 11502
1 1127
1 16249
1 6971
1 7477
1 27
1 10599
1 4109
1 712
1 12689
1 9754
1 9422
1 3975
1 550
1 4239
1 9144
1 2771
1 4832
1 7111
1 2311
1 2227
1 512
1 8943
1 7192
1 15324
1 7630
1 7697
1 7598
1 8281
1 10361
1 12441
1 755
1 13181
1 5223
1 1159
1 3672
1 7152
1 9256
1 702
1 15614
1 14368
1 10524
1 4871
1 9593
1 7289
1 3130
1 7353
1 5585
1 6439
1 10913
1 1430
1 1209
1 13055
1 14607
1 6694
1 13972
1 176
1 7792
1 1767
1 16829
1 14813
1 6437
1 1737
1 28
1 13889
1 16867
1 14226
1 690
1 12432
1 5773
1 885
1 1030
1 13430
1 4346
1 7000
1 1588
1 7612
1 31
1 1401
1 13978
1 8397
1 7836
1 16402
1 10954
1 8817
1 14968
1 520
1 5259
1 10009
1 13679
1 1700
1 14017
1 12082
1 9282
1 1805
1 2885
1 240
1 3319
1 16269
1 11856
1 2920
1 12842
1 16523
1 2861
1 3673
1 2469
1 11040
1 2313
1 3093
1 8207
1 8641
1 4193
1 3265
1 1290
1 12842
1 9773
1 1724
1 1929
1 4781
1 2467
1 10394
1 14988
1 1177
1 12419
1 4643
1 928
1 6822
1 9207
1 14986
1 13722
1 1439
1 6612
1 10124
1 2787
1 4827
1 128
1 11798
1 16198
1 505
1 8521
1 10247
1 5003
1 7444
1 12394
1 9228
1 6852
1 13258
1 10037
1 15815
1 11251
1 743
1 2794
1 647
1 4995
1 4130
1 4653
1 5582
1 9398
1 8722
1 10743
1 2445
1 7354
1 2798
1 2415
1 4299
1 5185
1 13819
1 14900
1 4676
1 9
1 5058
1 530
1 9704
1 3930
1 8765
1 753
1 8878
1 8928
1 10754
1 15645
1 499
1 5081
1 9066
1 914
1 11080
1 13113
1 16752
1 1770
1 12460
1 2805
1 16838
1 1937
1 155
1 6076
1 4470
1 7774
1 4561
1 4650
1 9291
1 15578
1 5719
1 1459
1 11246
1 15012
1 3627
1 6268
1 1937
1 8588
1 4497
1 11755
1 10693
1 3573
1 5598
1 10511
1 2878
1 11468
1 9790
1 281
1 3593
1 2721
1 12467
1 9600
1 8987
1 318
1 4966
1 1668
1 5811
1 9210
1 1537
1 10327
1 1077
1 1708
1 3584
1 6761
1 12289
1 2785
1 11536
1 14243
1 2882
1 6136
1 14081
1 10243
1 10326
1 1204
1 2902
1 1275
1 926
1 16768
1 1661
1 14918
1 11014
1 2480
1 1874
1 8158
1 14498
1 7022
1 4084
1 13686
1 346
1 13920
1 13416
1 7257
1 11784
1 3658
1 878
1 2747
1 16622
1 13502
1 13553
1 3782
1 3149
1 11112
1 9654
1 666
1 16512
1 13763
1 7977
1 5021
1 1305
1 10415
1 15286
1 3811
1 666
1 7226
1 7379
1 16442
1 5005
1 15416
1 2164
1 14611
1 5009
1 6925
1 9142
1 7482
1 993
1 8085
1 11099
1 8194
1 10432
1 9214
1 6862
1 2389
1 1657
1 6613
1 3475
1 10833
1 1482
1 284
1 12970
1 15470
1 954
1 881
1 13740
1 294
1 7588
1 4110
1 2407
1 6447
1 8083
1 10255
1 4139
1 6542
1 13745
1 8854
1 8088
1 7007
1 3052
1 12286
1 2620
1 10196
1 16441
1 3152
1 10927
1 9133
1 3091
1 10949
1 7253
1 4854
1 1
1 15531
1 15841
1 5573
1 12641
1 5406
1 6208
1 11808
1 4540
1 12774
1 12991
1 28
1 6899
1 1454
1 4991
1 4616
1 5679
1 8092
1 8020
1 4886
1 16804
1 13190
1 1009
1 1219
1 5767
1 13780
1 208
1 7125
1 11551
1 5448
1 658
1 4865
1 15407
1 6925
1 806
1 14769
1 307
1 12055
1 7524
1 21
1 10870
1 11887
1 16493
1 6522
1 1256
1 7428
1 1028
1 13996
1 11246
1 14809
1 7410
1 6054
1 9597
1 615
1 2553
1 14095
1 7004
1 6197
1 6157
1 16335
1 11301
1 11091
1 11722
1 1240
1 8112
1 243
1 10529
1 15933
1 8484
1 9000
1 5595
1 3058
1 2411
1 504
1 13055
1 12765
1 14236
1 7717
1 3955
1 8391
1 11216
1 4655
1 2221
1 7672
1 4774
1 7775
1 11625
1 13187
1 14882
1 3722
1 10488
1 16278
1 3032
1 1189
1 2243
1 11118
1 5319
1 4269
1 6497
1 14221
1 14208
1 16025
1 501
1 13767
1 709
1 1012
1 6580
1 9204
1 10579
1 1053
1 2548
1 5356
1 12836
1 2523
1 1478
1 2920
1 9019
1 599
1 9456
1 7962
1 15355
1 921
1 1508
1 4788
1 3822
1 15317
1 14116
1 10073
1 9779
1 2901
1 14
1 8278
1 7872
1 2882
1 14366
1 972
1 9355
1 6363
1 5913
1 7283
1 12358
1 13152
1 5199
1 8264
1 6017
1 5152
1 2106
1 14672
1 9924
1 1933
1 1937
1 12103
1 3647
1 15774
1 11244
1 917
1 13662
1 6258
1 13363
1 3340
1 2164
1 13787
1 845
1 4627
1 576
1 8509
1 10883
1 1926
1 139
1 12085
1 14835
1 453
1 2099
1 13529
1 1042
1 16246
1 5384
1 11236
1 1626
1 7847
1 15487
1 2257
1 1479
1 7307
1 418
1 3761
1 12357
1 3903
1 5810
1 15053
1 453
1 4784
1 2591
1 2264
1 12915
1 10097
1 6629
1 14986
1 2920
1 15638
1 4561
1 1903
1 15080
1 2611
1 7143
1 1793
1 6456
1 6294
1 1555
1 1930
1 14719
1 2927
1 6257
1 3615
1 4831
1 16358
1 284
1 5301
1 10358
1 11158
1 13703
1 14192
1 12152
1 3008
1 13811
1 3142
1 628
1 12137
1 8866
1 1264
1 9651
1 8995
1 62
1 13752
1 13546
1 8918
1 1120
1 3176
1 9267
1 6834
1 3997
1 4612
1 9705
1 11824
1 5779
1 2764
1 10322
1 656
1 716
1 8671
1 7563
1 13350
1 1009
1 1272
1 4090
1 13620
1 2701
1 2968
1 3543
1 8428
1 1677
1 813
1 1102
1 687
1 9412
1 16735
1 11775
1 2107
1 11968
1 6587
1 655
1 16072
1 3151
1 971
1 1751
1 3582
1 9660
1 4855
1 11669
1 10486
1 16290
1 10589
1 1409
1 12388
1 3374
1 14049
1 12500
1 2331
1 1538
1 12800
1 11257
1 8635
1 8247
1 8458
1 2120
1 8294
1 11909
1 13491
1 10706
1 180
1 7439
1 2378
1 418
1 935
1 1665
1 1366
1 2908
1 13838
1 13906
1 11674
1 6524
1 13690
1 262
1 9966
1 77
